,loss,acc,val_loss,val_acc,lr,experiment,epoch
0,10.347637033462524,0.2237185686826706,5.822480731010437,0.2034294158220291,9.999999747378752e-05,0.0,0.0
1,5.8624815130233765,0.2230929583311081,3.0336067414283754,0.20308761298656464,9.999999747378752e-05,1.0,0.0
2,9.351752367019653,0.22006545960903168,4.511480393409729,0.20350128412246704,9.999999747378752e-05,2.0,0.0
3,5.805494203567505,0.22018402814865112,3.4247363328933718,0.2031639814376831,9.999999747378752e-05,3.0,0.0
4,9.45406810760498,0.22057083249092102,5.4437107610702515,0.20336571335792542,9.999999747378752e-05,4.0,0.0
5,9.747699394226075,0.22057051956653595,5.8740961408615116,0.2032906413078308,9.999999747378752e-05,5.0,0.0
6,9.623063793182373,0.2216239869594574,4.188524479866028,0.20332008600234985,9.999999747378752e-05,6.0,0.0
7,6.6609558010101315,0.22087951004505157,3.2039750695228575,0.2030506134033203,9.999999747378752e-05,7.0,0.0
8,6.302201294898987,0.21937118470668793,3.6220355248451233,0.2035689502954483,9.999999747378752e-05,8.0,0.0
9,7.1181330966949465,0.22092010080814362,3.77325856924057,0.20318351686000824,9.999999747378752e-05,9.0,0.0
10,6.768807430267334,0.2230512946844101,3.704595835208893,0.20300178229808807,9.999999747378752e-05,10.0,0.0
11,9.992234678268433,0.21872559189796448,5.652089209556579,0.20307457447052002,9.999999747378752e-05,11.0,0.0
12,7.803657674789429,0.22286666929721832,2.9310414671897886,0.20324347913265228,9.999999747378752e-05,12.0,0.0
13,6.376144905090332,0.22186721861362457,3.2041700220108034,0.203632652759552,9.999999747378752e-05,13.0,0.0
14,7.949455499649048,0.22118042409420013,3.2645067405700683,0.20299331843852997,9.999999747378752e-05,14.0,0.0
15,6.231619396209717,0.2219325304031372,2.7769273924827576,0.20332938432693481,9.999999747378752e-05,15.0,0.0
16,4.439871616363526,0.22090743482112885,2.8458443117141723,0.20344024896621704,9.999999747378752e-05,16.0,0.0
17,5.265199861526489,0.2225601226091385,3.2228421688079836,0.20252548158168793,9.999999747378752e-05,17.0,0.0
18,8.568861484527588,0.22021271288394928,6.016045641899109,0.20349448919296265,9.999999747378752e-05,18.0,0.0
19,9.289251289367677,0.2208891361951828,5.72684338092804,0.2030770182609558,9.999999747378752e-05,19.0,0.0
